location,date,month,ndvi,ndvi_sensor,prev_ndvi,ndvi_change,temperature,rainfall,next_ndvi
Koppal,2018-10,10,0.204,Sentinel2,0.3564,-0.1524,26.5,35.8,0.1977
Koppal,2018-11,11,0.1977,Sentinel2,0.204,-0.0063,25.4,23.8,0.1836
Koppal,2018-12,12,0.1836,Sentinel2,0.1977,-0.0141,24.1,1.4,0.1627
Koppal,2019-01,1,0.1627,Sentinel2,0.1836,-0.0209,23.1,1.3,0.1484
Koppal,2019-02,2,0.1484,Sentinel2,0.1627,-0.0143,26.7,0.9,0.1372
Koppal,2019-03,3,0.1372,Sentinel2,0.1484,-0.0112,29.3,0.6,0.1449
Koppal,2019-04,4,0.1449,Sentinel2,0.1372,0.0077,30.7,3.8,0.1494
Koppal,2019-05,5,0.1494,Sentinel2,0.1449,0.0045,30.9,11.4,0.2431
Koppal,2019-06,6,0.2431,MODIS,0.1494,0.0937,27,119.4,0.3037
Koppal,2019-07,7,0.3037,MODIS,0.2431,0.0606,24.7,107.3,0.2718
Koppal,2019-08,8,0.2718,MODIS,0.3037,-0.0319,24.2,163,0.3441
Koppal,2019-09,9,0.3441,Sentinel2,0.2718,0.0723,24.4,134.9,0.3076
Koppal,2019-10,10,0.3076,Sentinel2,0.3441,-0.0365,24.2,191.6,0.3237
Koppal,2019-11,11,0.3237,Sentinel2,0.3076,0.0161,24.2,29.7,0.245
Koppal,2019-12,12,0.245,Sentinel2,0.3237,-0.0787,23.2,25.1,0.1806
Koppal,2020-01,1,0.1806,Sentinel2,0.245,-0.0644,24.3,4.6,0.1769
Koppal,2020-02,2,0.1769,Sentinel2,0.1806,-0.0037,25.5,0.2,0.1659
Koppal,2020-03,3,0.1659,Sentinel2,0.1769,-0.011,28.3,1,0.1893
Koppal,2020-04,4,0.1893,Sentinel2,0.1659,0.0234,29.8,10.7,0.1932
Koppal,2020-05,5,0.1932,Sentinel2,0.1893,0.0039,30.6,16,0.2201
Koppal,2020-06,6,0.2201,Sentinel2,0.1932,0.0269,26,106.1,0.2456
Koppal,2020-07,7,0.2456,MODIS,0.2201,0.0255,24.6,244.3,0.4323
Koppal,2020-08,8,0.4323,MODIS,0.2456,0.1867,24.1,136.6,0.3741
Koppal,2020-09,9,0.3741,MODIS,0.4323,-0.0582,24.4,224.9,0.3517
Koppal,2020-10,10,0.3517,Sentinel2,0.3741,-0.0224,24.4,153.7,0.2804
Koppal,2020-11,11,0.2804,Sentinel2,0.3517,-0.0713,23.2,21.3,0.2508
Koppal,2020-12,12,0.2508,Sentinel2,0.2804,-0.0296,22.4,4,0.1901
Koppal,2021-01,1,0.1901,Sentinel2,0.2508,-0.0607,23.5,19.4,0.1751
Koppal,2021-02,2,0.1751,Sentinel2,0.1901,-0.015,24,2.6,0.175
Koppal,2021-03,3,0.175,Sentinel2,0.1751,-0.0001,27.8,0,0.176
Koppal,2021-04,4,0.176,Sentinel2,0.175,0.001,29.2,10.3,0.198
Koppal,2021-05,5,0.198,Sentinel2,0.176,0.022,28.2,37.5,0.3569
Koppal,2021-06,6,0.3569,Sentinel2,0.198,0.1589,25.4,105.2,0.25
Koppal,2021-07,7,0.25,MODIS,0.3569,-0.1069,24.2,320.7,0.1273
Koppal,2021-08,8,0.1273,Sentinel2,0.25,-0.1227,24.5,76.8,0.2948
Koppal,2021-09,9,0.2948,Sentinel2,0.1273,0.1675,24.2,93.1,0.3039
Koppal,2021-10,10,0.3039,Sentinel2,0.2948,0.0091,24.8,116.3,0.4186
Koppal,2021-11,11,0.4186,MODIS,0.3039,0.1147,23.4,82.6,0.2302
Koppal,2021-12,12,0.2302,Sentinel2,0.4186,-0.1884,22.5,9.1,0.23
Koppal,2022-01,1,0.23,Sentinel2,0.2302,-0.0002,22.8,1.6,0.1428
Koppal,2022-02,2,0.1428,Sentinel2,0.23,-0.0872,24.8,0,0.1419
Koppal,2022-03,3,0.1419,Sentinel2,0.1428,-0.0009,28.1,1.1,0.167
Koppal,2022-04,4,0.167,Sentinel2,0.1419,0.0251,30.4,2.4,0.179
Koppal,2022-05,5,0.179,Sentinel2,0.167,0.012,27.5,116.1,0.2252
Koppal,2022-06,6,0.2252,Sentinel2,0.179,0.0462,26,63.2,0.2607
Koppal,2022-07,7,0.2607,Sentinel2,0.2252,0.0355,24.1,178.2,0.277
Koppal,2022-08,8,0.277,MODIS,0.2607,0.0163,24.4,152.8,0.3947
Koppal,2022-09,9,0.3947,MODIS,0.277,0.1177,24.3,124,0.2083
Koppal,2022-10,10,0.2083,Sentinel2,0.3947,-0.1864,23.6,145.5,0.224
Koppal,2022-11,11,0.224,Sentinel2,0.2083,0.0157,23.5,11.7,0.181
Koppal,2022-12,12,0.181,Sentinel2,0.224,-0.043,23.3,34.5,0.1714
Koppal,2023-01,1,0.1714,Sentinel2,0.181,-0.0096,23.1,0.1,0.1441
Koppal,2023-02,2,0.1441,Sentinel2,0.1714,-0.0273,25.3,0,0.145
Koppal,2023-03,3,0.145,Sentinel2,0.1441,0.0009,27,1.6,0.1619
Koppal,2023-04,4,0.1619,Sentinel2,0.145,0.0169,29.5,17.6,0.1755
Koppal,2023-05,5,0.1755,Sentinel2,0.1619,0.0136,29.9,23.4,0.1498
Koppal,2023-06,6,0.1498,Sentinel2,0.1755,-0.0257,28.4,19.3,0.255
Koppal,2023-07,7,0.255,MODIS,0.1498,0.1052,24.4,243.7,0.4555
Koppal,2023-08,8,0.4555,MODIS,0.255,0.2005,25.4,33.6,0.4042
Koppal,2023-09,9,0.4042,MODIS,0.4555,-0.0513,25.2,71.3,0.2191
Koppal,2023-10,10,0.2191,Sentinel2,0.4042,-0.1851,27.5,8.4,0.2146
Koppal,2023-11,11,0.2146,Sentinel2,0.2191,-0.0045,25.3,65,0.198
Koppal,2023-12,12,0.198,Sentinel2,0.2146,-0.0166,24,2.8,0.1469
Koppal,2024-01,1,0.1469,Sentinel2,0.198,-0.0511,24.9,0.6,0.1336
Koppal,2024-02,2,0.1336,Sentinel2,0.1469,-0.0133,27.1,0,0.1372
Koppal,2024-03,3,0.1372,Sentinel2,0.1336,0.0036,30,0.1,0.1408
Koppal,2024-04,4,0.1408,Sentinel2,0.1372,0.0036,31.5,5.6,0.157
Koppal,2024-05,5,0.157,Sentinel2,0.1408,0.0162,29.9,63.2,0.4254
Koppal,2024-06,6,0.4254,MODIS,0.157,0.2684,25.6,227.5,0.2595
Koppal,2024-07,7,0.2595,MODIS,0.4254,-0.1659,24.3,203.1,0.3554
Koppal,2024-08,8,0.3554,MODIS,0.2595,0.0959,25,115.3,0.4442
Koppal,2024-09,9,0.4442,MODIS,0.3554,0.0888,24.6,78.9,0.2381
Koppal,2024-10,10,0.2381,Sentinel2,0.4442,-0.2061,24.9,181.2,0.2455
Koppal,2024-11,11,0.2455,Sentinel2,0.2381,0.0074,23.4,6.4,0.1671
Koppal,2024-12,12,0.1671,Sentinel2,0.2455,-0.0784,23.3,18.4,0.1516
Koppal,2025-01,1,0.1516,Sentinel2,0.1671,-0.0155,22.9,0.1,0.1405
Koppal,2025-02,2,0.1405,Sentinel2,0.1516,-0.0111,25.9,0.1,0.1513
Koppal,2025-03,3,0.1513,Sentinel2,0.1405,0.0108,28.2,0.2,0.1518
Koppal,2025-04,4,0.1518,Sentinel2,0.1513,0.0005,29.2,21.4,0.188
Koppal,2025-05,5,0.188,Sentinel2,0.1518,0.0362,27,175.3,0.2431
Koppal,2025-06,6,0.2431,MODIS,0.188,0.0551,25.2,119,0.2649
Koppal,2025-07,7,0.2649,MODIS,0.2431,0.0218,24.3,135.7,0.2411
Koppal,2025-08,8,0.2411,MODIS,0.2649,-0.0238,23.8,187.7,0.3986
Koppal,2025-09,9,0.3986,MODIS,0.2411,0.1575,23.8,98.6,0.3924
Koppal,2025-10,10,0.3924,MODIS,0.3986,-0.0062,24.2,70.4,0.2342
Koppal,2025-11,11,0.2342,Sentinel2,0.3924,-0.1582,22.8,4.9,0.1759
Ballari,2010-01,1,0.275,MODIS,,,24.1,23.7,0.256
Ballari,2010-02,2,0.256,MODIS,0.275,-0.019,27.3,0.1,0.2407
Ballari,2010-03,3,0.2407,MODIS,0.256,-0.0153,30.4,0.1,0.2308
Ballari,2010-04,4,0.2308,MODIS,0.2407,-0.0099,32.3,8.7,0.2562
Ballari,2010-05,5,0.2562,MODIS,0.2308,0.0254,32.3,9.9,0.2662
Ballari,2010-06,6,0.2662,MODIS,0.2562,0.01,28.4,84.3,0.2798
Ballari,2010-07,7,0.2798,MODIS,0.2662,0.0136,25.7,170.6,0.2729
Ballari,2010-08,8,0.2729,MODIS,0.2798,-0.0069,25.7,159.6,0.338
Ballari,2010-09,9,0.338,MODIS,0.2729,0.0651,25.8,93.2,0.3153
Ballari,2010-10,10,0.3153,MODIS,0.338,-0.0227,26.1,56.3,0.3577
Ballari,2010-11,11,0.3577,MODIS,0.3153,0.0424,24.4,93.3,0.3016
Ballari,2010-12,12,0.3016,MODIS,0.3577,-0.0561,23.8,5.2,0.2726
Ballari,2011-01,1,0.2726,MODIS,0.3016,-0.029,24.1,1.3,0.242
Ballari,2011-02,2,0.242,MODIS,0.2726,-0.0306,25.8,1,0.2517
Ballari,2011-03,3,0.2517,MODIS,0.242,0.0097,30,0.1,0.2498
Ballari,2011-04,4,0.2498,MODIS,0.2517,-0.0019,30.6,30.6,0.2398
Ballari,2011-05,5,0.2398,MODIS,0.2498,-0.01,31.2,34.5,0.2532
Ballari,2011-06,6,0.2532,MODIS,0.2398,0.0134,27.3,46.3,0.2213
Ballari,2011-07,7,0.2213,MODIS,0.2532,-0.0319,25.8,144.5,0.2374
Ballari,2011-08,8,0.2374,MODIS,0.2213,0.0161,25.2,198.5,0.3101
Ballari,2011-09,9,0.3101,MODIS,0.2374,0.0727,25.9,33.2,0.3288
Ballari,2011-10,10,0.3288,MODIS,0.3101,0.0187,26.5,96.4,0.3322
Ballari,2011-11,11,0.3322,MODIS,0.3288,0.0034,25.2,16.2,0.2772
Ballari,2011-12,12,0.2772,MODIS,0.3322,-0.055,24.3,4.4,0.2483
Ballari,2012-01,1,0.2483,MODIS,0.2772,-0.0289,24.2,2.3,0.2314
Ballari,2012-02,2,0.2314,MODIS,0.2483,-0.0169,26.8,0.1,0.2275
Ballari,2012-03,3,0.2275,MODIS,0.2314,-0.0039,29.8,0.1,0.2432
Ballari,2012-04,4,0.2432,MODIS,0.2275,0.0157,31,24.2,0.2924
Ballari,2012-05,5,0.2924,MODIS,0.2432,0.0492,31.2,21.8,0.2472
Ballari,2012-06,6,0.2472,MODIS,0.2924,-0.0452,28,54.3,0.2578
Ballari,2012-07,7,0.2578,MODIS,0.2472,0.0106,26.3,103.3,0.2462
Ballari,2012-08,8,0.2462,MODIS,0.2578,-0.0116,26.1,72,0.3044
Ballari,2012-09,9,0.3044,MODIS,0.2462,0.0582,26.4,81.5,0.321
Ballari,2012-10,10,0.321,MODIS,0.3044,0.0166,26.1,64.4,0.3027
Ballari,2012-11,11,0.3027,MODIS,0.321,-0.0183,24.8,45.2,0.261
Ballari,2012-12,12,0.261,MODIS,0.3027,-0.0417,24.9,5.2,0.2288
Ballari,2013-01,1,0.2288,MODIS,0.261,-0.0322,25.3,0,0.2377
Ballari,2013-02,2,0.2377,MODIS,0.2288,0.0089,26.7,5.7,0.2336
Ballari,2013-03,3,0.2336,MODIS,0.2377,-0.0041,30.3,0.6,0.2201
Ballari,2013-04,4,0.2201,MODIS,0.2336,-0.0135,31.9,9.3,0.2286
Ballari,2013-05,5,0.2286,MODIS,0.2201,0.0085,31.6,25.3,0.2798
Ballari,2013-06,6,0.2798,MODIS,0.2286,0.0512,26.4,61.5,0.1959
Ballari,2013-07,7,0.1959,MODIS,0.2798,-0.0839,24.6,208.4,0.2832
Ballari,2013-08,8,0.2832,MODIS,0.1959,0.0873,25.3,71.1,0.3332
Ballari,2013-09,9,0.3332,MODIS,0.2832,0.05,25,213.9,0.3369
Ballari,2013-10,10,0.3369,MODIS,0.3332,0.0037,25.1,114.2,0.3055
Ballari,2013-11,11,0.3055,MODIS,0.3369,-0.0314,23.8,9.7,0.2502
Ballari,2013-12,12,0.2502,MODIS,0.3055,-0.0553,23.1,0.2,0.2355
Ballari,2014-01,1,0.2355,MODIS,0.2502,-0.0147,24,0.2,0.2292
Ballari,2014-02,2,0.2292,MODIS,0.2355,-0.0063,26,0.9,0.2629
Ballari,2014-03,3,0.2629,MODIS,0.2292,0.0337,29.2,8.5,0.2547
Ballari,2014-04,4,0.2547,MODIS,0.2629,-0.0082,31.9,18.4,0.2697
Ballari,2014-05,5,0.2697,MODIS,0.2547,0.015,30.3,73.3,0.243
Ballari,2014-06,6,0.243,MODIS,0.2697,-0.0267,29.1,42.2,0.2102
Ballari,2014-07,7,0.2102,MODIS,0.243,-0.0328,25.9,107.9,0.3019
Ballari,2014-08,8,0.3019,MODIS,0.2102,0.0917,25.7,134.4,0.3393
Ballari,2014-09,9,0.3393,MODIS,0.3019,0.0374,26.1,57.1,0.3342
Ballari,2014-10,10,0.3342,MODIS,0.3393,-0.0051,26.5,103.9,0.3436
Ballari,2014-11,11,0.3436,MODIS,0.3342,0.0094,24.9,39.6,0.2881
Ballari,2014-12,12,0.2881,MODIS,0.3436,-0.0555,23.4,21.4,0.248
Ballari,2015-01,1,0.248,MODIS,0.2881,-0.0401,23.4,6.8,0.23
Ballari,2015-02,2,0.23,MODIS,0.248,-0.018,25.5,0.1,0.2485
Ballari,2015-03,3,0.2485,MODIS,0.23,0.0185,29.6,4.4,0.2627
Ballari,2015-04,4,0.2627,MODIS,0.2485,0.0142,30.4,56.6,0.2665
Ballari,2015-05,5,0.2665,MODIS,0.2627,0.0038,31.2,69.1,0.2745
Ballari,2015-06,6,0.2745,MODIS,0.2665,0.008,27.6,57.7,0.2348
Ballari,2015-07,7,0.2348,MODIS,0.2745,-0.0397,27.4,33.4,0.2574
Ballari,2015-08,8,0.2574,MODIS,0.2348,0.0226,26.7,95.3,0.3543
Ballari,2015-09,9,0.3543,MODIS,0.2574,0.0969,26.5,76.4,0.3342
Ballari,2015-10,10,0.3342,MODIS,0.3543,-0.0201,27,77.2,0.3363
Ballari,2015-11,11,0.3363,MODIS,0.3342,0.0021,24.7,65.4,0.1381
Ballari,2015-12,12,0.1381,Sentinel2,0.3363,-0.1982,24.9,1,0.2605
Ballari,2016-01,1,0.2605,MODIS,0.1381,0.1224,25,7.9,0.1176
Ballari,2016-02,2,0.1176,Sentinel2,0.2605,-0.1429,28.5,0.1,0.1177
Ballari,2016-03,3,0.1177,Sentinel2,0.1176,0.0001,31.8,0.1,0.104
Ballari,2016-04,4,0.104,Sentinel2,0.1177,-0.0137,34.3,0.1,0.0991
Ballari,2016-05,5,0.0991,Sentinel2,0.104,-0.0049,31.7,49.3,0.1906
Ballari,2016-06,6,0.1906,MODIS,0.0991,0.0915,26.7,143.7,0.2427
Ballari,2016-07,7,0.2427,MODIS,0.1906,0.0521,25.7,173.1,0.2814
Ballari,2016-08,8,0.2814,MODIS,0.2427,0.0387,25.9,46.8,0.2386
Ballari,2016-09,9,0.2386,MODIS,0.2814,-0.0428,25.1,175.7,0.2682
Ballari,2016-10,10,0.2682,MODIS,0.2386,0.0296,25.9,8,0.2541
Ballari,2016-11,11,0.2541,MODIS,0.2682,-0.0141,25.7,10.3,0.1197
Ballari,2016-12,12,0.1197,Sentinel2,0.2541,-0.1344,24.2,18.6,0.1079
Ballari,2017-01,1,0.1079,Sentinel2,0.1197,-0.0118,25,0.7,0.1063
Ballari,2017-02,2,0.1063,Sentinel2,0.1079,-0.0016,27.2,0,0.116
Ballari,2017-03,3,0.116,Sentinel2,0.1063,0.0097,30.6,1,0.1174
Ballari,2017-04,4,0.1174,Sentinel2,0.116,0.0014,32.9,6,0.2294
Ballari,2017-05,5,0.2294,MODIS,0.1174,0.112,32.1,28.7,0.2104
Ballari,2017-06,6,0.2104,MODIS,0.2294,-0.019,27.2,96.6,0.2671
Ballari,2017-07,7,0.2671,MODIS,0.2104,0.0567,26.9,48.3,0.28
Ballari,2017-08,8,0.28,MODIS,0.2671,0.0129,26.4,103.1,0.3569
Ballari,2017-09,9,0.3569,MODIS,0.28,0.0769,26.2,202.3,0.3619
Ballari,2017-10,10,0.3619,MODIS,0.3569,0.005,25.1,196.8,0.1687
Ballari,2017-11,11,0.1687,Sentinel2,0.3619,-0.1932,25,8.5,0.1469
Ballari,2017-12,12,0.1469,Sentinel2,0.1687,-0.0218,23.9,0.2,0.1426
Ballari,2018-01,1,0.1426,Sentinel2,0.1469,-0.0043,24.4,0,0.1265
Ballari,2018-02,2,0.1265,Sentinel2,0.1426,-0.0161,26,1,0.1311
Ballari,2018-03,3,0.1311,Sentinel2,0.1265,0.0046,29.5,31.4,0.1169
Ballari,2018-04,4,0.1169,Sentinel2,0.1311,-0.0142,31.8,7.5,0.1187
Ballari,2018-05,5,0.1187,Sentinel2,0.1169,0.0018,31.3,75.1,0.2188
Ballari,2018-06,6,0.2188,MODIS,0.1187,0.1001,26.6,164.6,0.1508
Ballari,2018-07,7,0.1508,MODIS,0.2188,-0.068,25.8,83.8,0.1942
Ballari,2018-08,8,0.1942,MODIS,0.1508,0.0434,25.3,95.6,0.2755
Ballari,2018-09,9,0.2755,MODIS,0.1942,0.0813,26.7,68.6,0.1516
Ballari,2018-10,10,0.1516,Sentinel2,0.2755,-0.1239,27.4,50.7,0.153
Ballari,2018-11,11,0.153,Sentinel2,0.1516,0.0014,26.2,21.3,0.1445
Ballari,2018-12,12,0.1445,Sentinel2,0.153,-0.0085,25.1,1.3,0.1406
Ballari,2019-01,1,0.1406,Sentinel2,0.1445,-0.0039,23.9,4.6,0.113
Ballari,2019-02,2,0.113,Sentinel2,0.1406,-0.0276,27.8,2,0.1107
Ballari,2019-03,3,0.1107,Sentinel2,0.113,-0.0023,31.5,0.2,0.1259
Ballari,2019-04,4,0.1259,Sentinel2,0.1107,0.0152,33.1,6.9,0.1486
Ballari,2019-05,5,0.1486,Sentinel2,0.1259,0.0227,32.7,18.4,0.1546
Ballari,2019-06,6,0.1546,Sentinel2,0.1486,0.006,28.9,100.8,0.1921
Ballari,2019-07,7,0.1921,MODIS,0.1546,0.0375,26.4,76.8,0.2067
Ballari,2019-08,8,0.2067,MODIS,0.1921,0.0146,25.7,124.3,0.2468
Ballari,2019-09,9,0.2468,Sentinel2,0.2067,0.0401,25.7,129.8,0.2619
Ballari,2019-10,10,0.2619,Sentinel2,0.2468,0.0151,24.9,216.1,0.2434
Ballari,2019-11,11,0.2434,Sentinel2,0.2619,-0.0185,25,19,0.1827
Ballari,2019-12,12,0.1827,Sentinel2,0.2434,-0.0607,23.9,26,0.1314
Ballari,2020-01,1,0.1314,Sentinel2,0.1827,-0.0513,25.3,6.6,0.1497
Ballari,2020-02,2,0.1497,Sentinel2,0.1314,0.0183,26.5,0.3,0.174
Ballari,2020-03,3,0.174,Sentinel2,0.1497,0.0243,29.9,1.6,0.1913
Ballari,2020-04,4,0.1913,Sentinel2,0.174,0.0173,31.9,10.3,0.186
Ballari,2020-05,5,0.186,Sentinel2,0.1913,-0.0053,32.4,25.4,0.2046
Ballari,2020-06,6,0.2046,Sentinel2,0.186,0.0186,27.5,101.5,0.2476
Ballari,2020-07,7,0.2476,MODIS,0.2046,0.043,25.7,214.9,0.3538
Ballari,2020-08,8,0.3538,MODIS,0.2476,0.1062,25.2,112.7,0.3872
Ballari,2020-09,9,0.3872,MODIS,0.3538,0.0334,25.2,211.9,0.2842
Ballari,2020-10,10,0.2842,Sentinel2,0.3872,-0.103,24.9,132.5,0.233
Ballari,2020-11,11,0.233,Sentinel2,0.2842,-0.0512,23.5,40.6,0.2289
Ballari,2020-12,12,0.2289,Sentinel2,0.233,-0.0041,22.7,6,0.1798
Ballari,2021-01,1,0.1798,Sentinel2,0.2289,-0.0491,24,23.3,0.1638
Ballari,2021-02,2,0.1638,Sentinel2,0.1798,-0.016,24.7,7.8,0.159
Ballari,2021-03,3,0.159,Sentinel2,0.1638,-0.0048,29,0,0.1552
Ballari,2021-04,4,0.1552,Sentinel2,0.159,-0.0038,30.8,16.4,0.1652
Ballari,2021-05,5,0.1652,Sentinel2,0.1552,0.01,29.7,62,0.2609
Ballari,2021-06,6,0.2609,Sentinel2,0.1652,0.0957,26.6,133.1,0.2528
Ballari,2021-07,7,0.2528,MODIS,0.2609,-0.0081,25.3,254,0.2859
Ballari,2021-08,8,0.2859,Sentinel2,0.2528,0.0331,25.5,79.7,0.2129
Ballari,2021-09,9,0.2129,Sentinel2,0.2859,-0.073,25.3,75,0.2599
Ballari,2021-10,10,0.2599,Sentinel2,0.2129,0.047,25.6,136,0.3391
Ballari,2021-11,11,0.3391,MODIS,0.2599,0.0792,23.5,127.4,0.1761
Ballari,2021-12,12,0.1761,Sentinel2,0.3391,-0.163,22.6,8.4,0.1577
Ballari,2022-01,1,0.1577,Sentinel2,0.1761,-0.0184,23.7,2.6,0.1171
Ballari,2022-02,2,0.1171,Sentinel2,0.1577,-0.0406,25.3,0,0.1168
Ballari,2022-03,3,0.1168,Sentinel2,0.1171,-0.0003,29.2,1.6,0.1244
Ballari,2022-04,4,0.1244,Sentinel2,0.1168,0.0076,31.6,3.1,0.1289
Ballari,2022-05,5,0.1289,Sentinel2,0.1244,0.0045,28.7,88.9,0.1656
Ballari,2022-06,6,0.1656,Sentinel2,0.1289,0.0367,27.6,56.7,0.1638
Ballari,2022-07,7,0.1638,Sentinel2,0.1656,-0.0018,25.3,137.7,0.3126
Ballari,2022-08,8,0.3126,MODIS,0.1638,0.1488,25.5,147.5,0.3598
Ballari,2022-09,9,0.3598,MODIS,0.3126,0.0472,25.3,143.8,0.1933
Ballari,2022-10,10,0.1933,Sentinel2,0.3598,-0.1665,24.2,139.2,0.1548
Ballari,2022-11,11,0.1548,Sentinel2,0.1933,-0.0385,23.8,30.8,0.1391
Ballari,2022-12,12,0.1391,Sentinel2,0.1548,-0.0157,23.9,39.3,0.1333
Ballari,2023-01,1,0.1333,Sentinel2,0.1391,-0.0058,24,0.3,0.1181
Ballari,2023-02,2,0.1181,Sentinel2,0.1333,-0.0152,26.4,0,0.1316
Ballari,2023-03,3,0.1316,Sentinel2,0.1181,0.0135,28.6,3.3,0.1304
Ballari,2023-04,4,0.1304,Sentinel2,0.1316,-0.0012,31.7,30.6,0.1442
Ballari,2023-05,5,0.1442,Sentinel2,0.1304,0.0138,31.2,24.9,0.2434
Ballari,2023-06,6,0.2434,MODIS,0.1442,0.0992,30,29.8,0.2218
Ballari,2023-07,7,0.2218,MODIS,0.2434,-0.0216,25.6,243.1,0.3229
Ballari,2023-08,8,0.3229,MODIS,0.2218,0.1011,27,17,0.3015
Ballari,2023-09,9,0.3015,MODIS,0.3229,-0.0214,26.8,53.5,0.1446
Ballari,2023-10,10,0.1446,Sentinel2,0.3015,-0.1569,29,5,0.1343
Ballari,2023-11,11,0.1343,Sentinel2,0.1446,-0.0103,25.6,95.1,0.1272
Ballari,2023-12,12,0.1272,Sentinel2,0.1343,-0.0071,24.5,5.1,0.1079
Ballari,2024-01,1,0.1079,Sentinel2,0.1272,-0.0193,25.6,0.4,0.1015
Ballari,2024-02,2,0.1015,Sentinel2,0.1079,-0.0064,27.9,0.3,0.1087
Ballari,2024-03,3,0.1087,Sentinel2,0.1015,0.0072,31.7,0,0.1144
Ballari,2024-04,4,0.1144,Sentinel2,0.1087,0.0057,33.7,4.8,0.1248
Ballari,2024-05,5,0.1248,Sentinel2,0.1144,0.0104,31.3,77.8,0.3007
Ballari,2024-06,6,0.3007,MODIS,0.1248,0.1759,26.9,170.7,0.2535
Ballari,2024-07,7,0.2535,MODIS,0.3007,-0.0472,25.7,153.2,0.1495
Ballari,2024-08,8,0.1495,Sentinel2,0.2535,-0.104,26.1,156.1,0.3438
Ballari,2024-09,9,0.3438,MODIS,0.1495,0.1943,25.6,73.8,0.2055
Ballari,2024-10,10,0.2055,Sentinel2,0.3438,-0.1383,25.5,155.3,0.193
Ballari,2024-11,11,0.193,Sentinel2,0.2055,-0.0125,24.2,21.2,0.1443
Ballari,2024-12,12,0.1443,Sentinel2,0.193,-0.0487,23.7,30.5,0.1216
Ballari,2025-01,1,0.1216,Sentinel2,0.1443,-0.0227,23.6,0.2,0.1199
Ballari,2025-02,2,0.1199,Sentinel2,0.1216,-0.0017,27.1,0,0.1332
Ballari,2025-03,3,0.1332,Sentinel2,0.1199,0.0133,29.7,0.2,0.1302
Ballari,2025-04,4,0.1302,Sentinel2,0.1332,-0.003,30.8,32.1,0.1225
Ballari,2025-05,5,0.1225,Sentinel2,0.1302,-0.0077,28.5,160.5,0.3211
Ballari,2025-06,6,0.3211,MODIS,0.1225,0.1986,26.7,72,0.2081
Ballari,2025-07,7,0.2081,MODIS,0.3211,-0.113,25.6,116.1,0.3351
Ballari,2025-08,8,0.3351,MODIS,0.2081,0.127,24.9,208,0.3908
Ballari,2025-09,9,0.3908,MODIS,0.3351,0.0557,24.8,74.1,0.3592
Ballari,2025-10,10,0.3592,MODIS,0.3908,-0.0316,24.7,135.3,0.1662
Ballari,2025-11,11,0.1662,Sentinel2,0.3592,-0.193,23.4,9.2,0.1195
Vijayapura,2010-01,1,0.2714,MODIS,,,23.5,21.1,0.2643
Vijayapura,2010-02,2,0.2643,MODIS,0.2714,-0.0071,28.3,0.8,0.2462
Vijayapura,2010-03,3,0.2462,MODIS,0.2643,-0.0181,31.9,0.2,0.2466
Vijayapura,2010-04,4,0.2466,MODIS,0.2462,0.0004,33.7,8.9,0.2463
Vijayapura,2010-05,5,0.2463,MODIS,0.2466,-0.0003,33.2,10.1,0.246
Vijayapura,2010-06,6,0.246,MODIS,0.2463,-0.0003,27.5,145.6,0.2545
Vijayapura,2010-07,7,0.2545,MODIS,0.246,0.0085,24.4,240.8,0.2934
Vijayapura,2010-08,8,0.2934,MODIS,0.2545,0.0389,24.5,166.9,0.3309
Vijayapura,2010-09,9,0.3309,MODIS,0.2934,0.0375,24.6,110.4,0.3297
Vijayapura,2010-10,10,0.3297,MODIS,0.3309,-0.0012,24.6,133.9,0.3175
Vijayapura,2010-11,11,0.3175,MODIS,0.3297,-0.0122,23.7,65.3,0.303
Vijayapura,2010-12,12,0.303,MODIS,0.3175,-0.0145,22.9,4.8,0.2442
Vijayapura,2011-01,1,0.2442,MODIS,0.303,-0.0588,23.7,0.1,0.2405
Vijayapura,2011-02,2,0.2405,MODIS,0.2442,-0.0037,25.8,6.1,0.2432
Vijayapura,2011-03,3,0.2432,MODIS,0.2405,0.0027,30.6,0,0.2463
Vijayapura,2011-04,4,0.2463,MODIS,0.2432,0.0031,31.3,12.1,0.259
Vijayapura,2011-05,5,0.259,MODIS,0.2463,0.0127,31.7,20.9,0.2564
Vijayapura,2011-06,6,0.2564,MODIS,0.259,-0.0026,25.5,136.7,0.2818
Vijayapura,2011-07,7,0.2818,MODIS,0.2564,0.0254,24.6,172.6,0.1662
Vijayapura,2011-08,8,0.1662,MODIS,0.2818,-0.1156,24.2,150.5,0.3489
Vijayapura,2011-09,9,0.3489,MODIS,0.1662,0.1827,25,39.9,0.3334
Vijayapura,2011-10,10,0.3334,MODIS,0.3489,-0.0155,26.3,76,0.2948
Vijayapura,2011-11,11,0.2948,MODIS,0.3334,-0.0386,26.1,4.7,0.2581
Vijayapura,2011-12,12,0.2581,MODIS,0.2948,-0.0367,24.5,0,0.2411
Vijayapura,2012-01,1,0.2411,MODIS,0.2581,-0.017,24.6,0.2,0.2271
Vijayapura,2012-02,2,0.2271,MODIS,0.2411,-0.014,27.8,0,0.2197
Vijayapura,2012-03,3,0.2197,MODIS,0.2271,-0.0074,30.3,0.2,0.2516
Vijayapura,2012-04,4,0.2516,MODIS,0.2197,0.0319,32.1,14.2,0.2578
